,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-5854041.0,11908756.0,6967411.0,-6091441.0,
Issuance Of Capital Stock,,,0.0,502439422.0,0.0
Capital Expenditure,-1152099.0,-543226.0,-4183455.0,-7589970.0,
End Cash Position,249090314.0,255049804.0,516663130.0,509695719.0,
Beginning Cash Position,255049804.0,516663130.0,509695719.0,13317303.0,
Changes In Cash,-5959490.0,-261613326.0,6967411.0,496378416.0,
Financing Cash Flow,-127710.0,-127710.0,0.0,502439422.0,
Net Common Stock Issuance,,,0.0,502439422.0,0.0
Common Stock Issuance,,,0.0,502439422.0,0.0
Investing Cash Flow,-1129838.0,-273937598.0,-4183455.0,-7559535.0,
Net Investment Purchase And Sale,0.0,-273400459.0,0.0,,
Purchase Of Investment,0.0,-273400459.0,0.0,,
Net PPE Purchase And Sale,-1129838.0,-537139.0,-4183455.0,-7559535.0,
Sale Of PPE,22261.0,6087.0,0.0,30435.0,
Purchase Of PPE,-1152099.0,-543226.0,-4183455.0,-7589970.0,
Operating Cash Flow,-4701942.0,12451982.0,11150866.0,1498529.0,
Taxes Refund Paid,-10020248.0,-5328730.0,-62101.0,-557397.0,
Interest Received Cfo,14262278.0,29987101.0,27831192.0,597222.0,
Change In Working Capital,3330456.0,-1421472.0,-8369316.0,6153376.0,
Change In Accrued Expense,143294.0,-1382246.0,-6367498.0,6923698.0,
Change In Payable,-153289.0,83359.0,-238970.0,42272.0,
Change In Prepaid Assets,1213515.0,1683681.0,-435024.0,-351580.0,
Change In Receivables,2199522.0,-390560.0,-1327824.0,-461014.0,
Other Non Cash Items,-14789926.0,-30916184.0,-29155656.0,-597222.0,
Provisionand Write Offof Assets,-380459.0,738091.0,5400226.0,-4366106.0,
Depreciation And Amortization,2184066.0,1725482.0,7081051.0,6384741.0,
Depreciation,2184066.0,1725482.0,7081051.0,6384741.0,
Pension And Employee Benefit Expense,221022.0,231854.0,178268.0,220707.0,
Gain Loss On Investment Securities,2658089.0,1285970.0,,,
Gain Loss On Sale Of PPE,-22261.0,-6087.0,0.0,-30435.0,
Net Income From Continuing Operations,-1732119.0,16539178.0,-30647385.0,-6717908.0,
