,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,1806339.756675,197208.552595,39702.906761,
Tax Rate For Calcs,0.054351,0.045054,0.044492,0.035807,
Normalized EBITDA,203578723.0,180111685.0,173990680.0,164591521.0,
Total Unusual Items,0.0,40092838.0,4432469.0,1108790.0,
Total Unusual Items Excluding Goodwill,0.0,40092838.0,4432469.0,1108790.0,
Net Income From Continuing Operation Net Minority Interest,134194689.0,163335937.0,129293157.0,131455234.0,
Reconciled Depreciation,12305126.0,7303081.0,4695401.0,4336349.0,
Reconciled Cost Of Revenue,956141902.0,820104403.0,919267605.0,727787341.0,
EBITDA,203578723.0,220204523.0,178423149.0,165700311.0,
EBIT,191273597.0,212901442.0,173727748.0,161363962.0,
Net Interest Income,-49366166.0,-41859389.0,-38414249.0,-25026848.0,
Interest Expense,49366166.0,41859389.0,38414249.0,25026848.0,
Normalized Income,134194689.0,125049438.756675,125057896.552595,130386146.906761,
Net Income From Continuing And Discontinued Operation,134194689.0,163335937.0,129293157.0,131455234.0,
Total Expenses,1046084557.0,898219465.0,961080686.0,767935608.0,
Total Operating Income As Reported,191273597.0,212901442.0,173727748.0,161333727.0,
Diluted Average Shares,300000000.0,300000000.0,300000000.0,300000000.0,
Basic Average Shares,300000000.0,300000000.0,300000000.0,300000000.0,
Diluted EPS,0.45,0.54,0.43,0.44,
Basic EPS,0.45,0.54,0.43,0.44,
Diluted NI Availto Com Stockholders,134194689.0,163335937.0,129293157.0,131455234.0,
Net Income Common Stockholders,134194689.0,163335937.0,129293157.0,131455234.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,134194689.0,163335937.0,129293157.0,131455234.0,
Net Income Including Noncontrolling Interests,134194689.0,163335937.0,129293157.0,131455234.0,
Net Income Continuous Operations,134194689.0,163335937.0,129293157.0,131455234.0,
Tax Provision,7712742.0,7706116.0,6020342.0,4881880.0,
Pretax Income,141907431.0,171042053.0,135313499.0,136337114.0,
Other Non Operating Income Expenses,,,702825.0,1019885.0,1902843.0
Special Income Charges,0.0,40092838.0,4432469.0,1108790.0,
Other Special Charges,,-40092838.0,,,296355.0
Write Off,,0.0,-4432469.0,-1108790.0,1390999.0
Restructuring And Mergern Acquisition,,1365870.0,987507.0,461792.0,
Net Non Operating Interest Income Expense,-49366166.0,-41859389.0,-38414249.0,-25026848.0,
Total Other Finance Cost,,,,3396253.0,3491352.0
Interest Expense Non Operating,49366166.0,41859389.0,38414249.0,25026848.0,
Operating Income,191273597.0,172808604.0,168592454.0,159235287.0,
Operating Expense,89942655.0,78115062.0,41813081.0,40148267.0,
Other Operating Expenses,33529153.0,30758001.0,12550645.0,4404632.0,
Depreciation And Amortization In Income Statement,4490029.0,4320101.0,3493711.0,3939187.0,
Depreciation Income Statement,4490029.0,4320101.0,3493711.0,3939187.0,
Selling General And Administration,25031027.0,13173085.0,11515063.0,6094802.0,
Selling And Marketing Expense,6252638.0,1595625.0,2054519.0,1084782.0,
General And Administrative Expense,18778389.0,11577460.0,9460544.0,5010020.0,
Gross Profit,281216252.0,250923666.0,210405535.0,199383554.0,
Cost Of Revenue,956141902.0,820104403.0,919267605.0,727787341.0,
Total Revenue,1237358154.0,1071028069.0,1129673140.0,927170895.0,
Operating Revenue,1237358154.0,1071028069.0,1129673140.0,927170895.0,
