,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-260854.683137,-84499.180601,-540166.179134,-1120728.490445
Tax Rate For Calcs,0.025326,0.02541,0.028619,0.031542
Normalized EBITDA,773265932.0,701745697.0,517941738.0,470189665.0
Total Unusual Items,-10300000.0,-3325399.0,-18874607.0,-35530890.0
Total Unusual Items Excluding Goodwill,-10300000.0,-3325399.0,-18874607.0,-35530890.0
Net Income From Continuing Operation Net Minority Interest,198085734.0,180301098.0,160622507.0,143662779.0
Reconciled Depreciation,444857108.0,384641169.0,269886103.0,264776379.0
Reconciled Cost Of Revenue,1209216170.0,1111994092.0,725065634.0,522579837.0
EBITDA,762965932.0,698420298.0,499067131.0,434658775.0
EBIT,318108824.0,313779129.0,229181028.0,169882396.0
Net Interest Income,-116468806.0,-132937077.0,-67744235.0,-24164840.0
Interest Expense,114876079.0,128777085.0,63826288.0,21540564.0
Normalized Income,208124879.316863,183541997.819399,178956947.820866,178072940.509555
Net Income From Continuing And Discontinued Operation,198085734.0,180301098.0,160622507.0,143662779.0
Total Expenses,1338760309.0,1228504563.0,853604051.0,574592988.0
Rent Expense Supplemental,13543486.0,13713710.0,10129860.0,7486394.0
Total Operating Income As Reported,319701551.0,317939121.0,233098975.0,172506672.0
Diluted Average Shares,55000000.0,55000000.0,55000000.0,55000000.0
Basic Average Shares,55000000.0,55000000.0,55000000.0,55000000.0
Diluted EPS,3.6,3.28,2.92,2.612051
Basic EPS,3.6,3.28,2.92,2.612051
Diluted NI Availto Com Stockholders,198085734.0,180301098.0,160622507.0,143662779.0
Net Income Common Stockholders,198085734.0,180301098.0,160622507.0,143662779.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,198085734.0,180301098.0,160622507.0,143662779.0
Net Income Including Noncontrolling Interests,198085734.0,180301098.0,160622507.0,143662779.0
Net Income Continuous Operations,198085734.0,180301098.0,160622507.0,143662779.0
Tax Provision,5147011.0,4700946.0,4732233.0,4679053.0
Pretax Income,203232745.0,185002044.0,165354740.0,148341832.0
Special Income Charges,-10300000.0,-3325399.0,-18874607.0,-35530890.0
Write Off,10300000.0,3325399.0,18874607.0,35530890.0
Net Non Operating Interest Income Expense,-116468806.0,-132937077.0,-67744235.0,-24164840.0
Total Other Finance Cost,1592727.0,4159992.0,3917947.0,2624276.0
Interest Expense Non Operating,114876079.0,128777085.0,63826288.0,21540564.0
Operating Income,330001551.0,321264520.0,251973582.0,208037562.0
Operating Expense,129544139.0,116510471.0,128538417.0,52013151.0
Other Operating Expenses,1321156.0,1526327.0,1591875.0,146619.0
Depreciation And Amortization In Income Statement,12967361.0,7747937.0,2665632.0,1729534.0
Depreciation Income Statement,12967361.0,7747937.0,2665632.0,1729534.0
Selling General And Administration,55208413.0,62012599.0,52299915.0,16137024.0
Selling And Marketing Expense,5265469.0,8327976.0,4281668.0,752408.0
General And Administrative Expense,49942944.0,53684623.0,48018247.0,15384616.0
Rent And Landing Fees,6561895.0,7547935.0,4581328.0,0.0
Gross Profit,459545690.0,437774991.0,380511999.0,260050713.0
Cost Of Revenue,1209216170.0,1111994092.0,725065634.0,522579837.0
Total Revenue,1668761860.0,1549769083.0,1105577633.0,782630550.0
Operating Revenue,1668761860.0,1549769083.0,1105577633.0,782630550.0
