,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-155026.866565,4917293.997917,-1737277.445223,-3346389.447144
Tax Rate For Calcs,0.0214,0.065009,0.079455,0.090792
Normalized EBITDA,2503503847.0,2105514547.0,1620951384.0,1187927763.0
Total Unusual Items,-7244276.0,75639677.0,-21864852.0,-36857771.0
Total Unusual Items Excluding Goodwill,-7244276.0,75639677.0,-21864852.0,-36857771.0
Net Income From Continuing Operation Net Minority Interest,2090353004.0,1826871586.0,1356230754.0,930189589.0
Reconciled Depreciation,254424318.0,198838582.0,119972900.0,120049688.0
Reconciled Cost Of Revenue,5787332790.0,4375702533.0,3566638564.0,2720238240.0
EBITDA,2496259571.0,2181154224.0,1599086532.0,1151069992.0
EBIT,2241835253.0,1982315642.0,1479113632.0,1031020304.0
Net Interest Income,18371018.0,120905934.0,122457367.0,21948290.0
Interest Expense,105799381.0,28447260.0,5861229.0,7943568.0
Interest Income,16255710.0,170257286.0,145013284.0,335377.0
Normalized Income,2097442253.133435,1756149202.997917,1376358328.554777,963700970.552856
Net Income From Continuing And Discontinued Operation,2090353004.0,1826871586.0,1356230754.0,930189589.0
Total Expenses,7377957300.0,5664094410.0,4525165788.0,3585580389.0
Total Operating Income As Reported,2029947328.0,1700452424.0,1350583672.0,972392011.0
Diluted Average Shares,78007741.0,77929953.0,80000000.0,80000000.0
Basic Average Shares,77823397.0,77693994.0,77684684.0,77903297.0
Diluted EPS,26.8,23.44,16.95,11.63
Basic EPS,26.86,23.51,17.46,11.94
Diluted NI Availto Com Stockholders,2090353004.0,1826871586.0,1356230754.0,930189589.0
Net Income Common Stockholders,2090353004.0,1826871586.0,1356230754.0,930189589.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2090353004.0,1826871586.0,1356230754.0,930189589.0
Minority Interests,28111.0,23118.0,36000.0,0.0
Net Income Including Noncontrolling Interests,2090324893.0,1826848468.0,1356194754.0,930189589.0
Net Income Continuous Operations,2090324893.0,1826848468.0,1356194754.0,930189589.0
Tax Provision,45710979.0,127019914.0,117057649.0,92887147.0
Pretax Income,2136035872.0,1953868382.0,1473252403.0,1023076736.0
Other Non Operating Income Expenses,42503833.0,15355387.0,12138095.0,19096651.0
Special Income Charges,-30936356.0,41428062.0,-5896212.0,-36455686.0
Other Special Charges,725962.0,-62771538.0,-22480.0,-8035001.0
Impairment Of Capital Assets,30210394.0,21343476.0,5918692.0,36455686.0
Net Non Operating Interest Income Expense,18371018.0,120905934.0,122457367.0,21948290.0
Total Other Finance Cost,-107914689.0,20904092.0,16694688.0,11670807.0
Interest Expense Non Operating,105799381.0,28447260.0,5861229.0,7943568.0
Interest Income Non Operating,16255710.0,170257286.0,145013284.0,335377.0
Operating Income,2086927688.0,1742699992.0,1373197052.0,1020518504.0
Operating Expense,1590624510.0,1288391877.0,958527224.0,865342149.0
Other Operating Expenses,110380559.0,146630218.0,94879675.0,153109598.0
Depreciation And Amortization In Income Statement,254424318.0,198838582.0,119972900.0,120049688.0
Amortization,74966587.0,37226686.0,41879191.0,
Depreciation Income Statement,179457731.0,161611896.0,78093709.0,120049688.0
Research And Development,105377708.0,75532533.0,51585026.0,
Selling General And Administration,405526969.0,258286759.0,183145029.0,134295700.0
Selling And Marketing Expense,152121561.0,116778299.0,89796803.0,65758239.0
General And Administrative Expense,253405408.0,141508460.0,93348226.0,68537461.0
Gross Profit,3677552198.0,3031091869.0,2331724276.0,1885860653.0
Cost Of Revenue,5787332790.0,4375702533.0,3566638564.0,2720238240.0
Total Revenue,9464884988.0,7406794402.0,5898362840.0,4606098893.0
Operating Revenue,9464884988.0,7406794402.0,5898362840.0,4606098893.0
