,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,22938940.0,-6580121.0,412171832.0,5023551.0
Repurchase Of Capital Stock,0.0,-34113647.0,0.0,
Repayment Of Debt,-91547155.0,-5942174.0,-5942174.0,-5942175.0
Issuance Of Debt,136262000.0,37932290.0,190690763.0,0.0
Capital Expenditure,-131033146.0,-251239647.0,-54564875.0,-211827903.0
End Cash Position,479950307.0,263825475.0,308669934.0,329213441.0
Beginning Cash Position,263825475.0,308669934.0,329213441.0,374959655.0
Changes In Cash,216124832.0,-44844459.0,-20543507.0,-45746214.0
Financing Cash Flow,-59240367.0,-96948403.0,137660854.0,-50792175.0
Cash Dividends Paid,-89380000.0,-89700000.0,-44850000.0,-44850000.0
Net Common Stock Issuance,0.0,-34113647.0,0.0,
Common Stock Payments,0.0,-34113647.0,0.0,
Net Issuance Payments Of Debt,44714845.0,31990116.0,184748589.0,-5942175.0
Net Long Term Debt Issuance,44714845.0,31990116.0,184748589.0,-5942175.0
Long Term Debt Payments,-91547155.0,-5942174.0,-5942174.0,-5942175.0
Long Term Debt Issuance,136262000.0,37932290.0,190690763.0,0.0
Investing Cash Flow,121393113.0,-192555582.0,-624941068.0,-211805493.0
Net Investment Purchase And Sale,252263195.0,82075694.0,-385000000.0,0.0
Sale Of Investment,252263195.0,82075694.0,,
Purchase Of Investment,,,-385000000.0,0.0
Net Business Purchase And Sale,0.0,-23484058.0,-185522458.0,0.0
Purchase Of Business,0.0,-23484058.0,-185522458.0,0.0
Net Intangibles Purchase And Sale,-3860769.0,-1536912.0,-559740.0,-656658.0
Purchase Of Intangibles,-3860769.0,-1536912.0,-559740.0,-656658.0
Net PPE Purchase And Sale,-127009313.0,-249610306.0,-53858870.0,-211148835.0
Sale Of PPE,163064.0,92429.0,146265.0,22410.0
Purchase Of PPE,-127172377.0,-249702735.0,-54005135.0,-211171245.0
Operating Cash Flow,153972086.0,244659526.0,466736707.0,216851454.0
Taxes Refund Paid,-20209816.0,-74147362.0,-12223322.0,-11335483.0
Interest Received Cfo,18795456.0,19479691.0,21366810.0,1236702.0
Interest Paid Cfo,-29322518.0,-22363362.0,-1423109.0,0.0
Change In Working Capital,-314594264.0,-97127393.0,157543943.0,-23489743.0
Change In Payable,-9882087.0,-25702225.0,-27668415.0,14369600.0
Change In Inventory,-6649259.0,-718994.0,-7667071.0,3195959.0
Change In Receivables,-298062918.0,-70706174.0,192879429.0,-41055302.0
Other Non Cash Items,7689165.0,3831089.0,-17871314.0,-1236702.0
Stock Based Compensation,3003396.0,0.0,,
Provisionand Write Offof Assets,17771944.0,32717890.0,-369599.0,4952204.0
Depreciation And Amortization,110662320.0,83958026.0,54930129.0,45681655.0
Amortization Cash Flow,5973021.0,6305814.0,3389095.0,3780823.0
Depreciation,104689299.0,77652212.0,51541034.0,41900832.0
Pension And Employee Benefit Expense,26389723.0,20684586.0,17456251.0,17282414.0
Gain Loss On Sale Of PPE,-158441.0,-56615.0,-7751.0,-14958.0
Net Income From Continuing Operations,346363922.0,290162834.0,264594741.0,198501813.0
