,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,-36218.16815,-44324.385165,-688015.259947,
Tax Rate For Calcs,0.2,0.119139,0.167895,0.103043,
Total Unusual Items,0.0,-304000.0,-264000.0,-6677000.0,
Total Unusual Items Excluding Goodwill,0.0,-304000.0,-264000.0,-6677000.0,
Net Income From Continuing Operation Net Minority Interest,-126337000.0,131236000.0,88714000.0,171457000.0,
Reconciled Depreciation,5691000.0,10352000.0,11140000.0,13640000.0,
Net Interest Income,,,,,-30000.0
Interest Expense,,,,,30000.0
Interest Income,,,,,0.0
Normalized Income,-126337000.0,131503781.83185,88933675.614835,177445984.740053,
Net Income From Continuing And Discontinued Operation,-126337000.0,131236000.0,88714000.0,171457000.0,
Diluted Average Shares,120000000.0,120000000.0,120000000.0,120000000.0,
Basic Average Shares,120000000.0,120000000.0,120000000.0,120000000.0,
Diluted EPS,-1.06,1.09,0.74,1.43,
Basic EPS,-1.06,1.09,0.74,1.43,
Diluted NI Availto Com Stockholders,-126337000.0,131236000.0,88714000.0,171457000.0,
Net Income Common Stockholders,-126337000.0,131236000.0,88714000.0,171457000.0,
Net Income,-126337000.0,131236000.0,88714000.0,171457000.0,
Net Income Including Noncontrolling Interests,-126337000.0,131236000.0,88714000.0,171457000.0,
Net Income Continuous Operations,-126337000.0,131236000.0,88714000.0,171457000.0,
Tax Provision,6228000.0,17750000.0,17900000.0,19697000.0,
Pretax Income,-120109000.0,148986000.0,106614000.0,191154000.0,
Special Income Charges,0.0,-304000.0,-264000.0,-6677000.0,
Write Off,0.0,304000.0,264000.0,208000.0,
Impairment Of Capital Assets,,,0.0,6469000.0,0.0
Gain On Sale Of Security,300931000.0,321557000.0,349565000.0,368355000.0,
Operating Expense,174431000.0,154383000.0,153201000.0,151526000.0,
Other Operating Expenses,0.0,0.0,0.0,0.0,
Depreciation And Amortization In Income Statement,5691000.0,10352000.0,11140000.0,13640000.0,
Depreciation Income Statement,5691000.0,10352000.0,11140000.0,13640000.0,
Selling General And Administration,60405000.0,39344000.0,41202000.0,37272000.0,
Selling And Marketing Expense,3848000.0,1441000.0,1252000.0,6141000.0,
General And Administrative Expense,56557000.0,37903000.0,39950000.0,31131000.0,
Insurance And Claims,5982000.0,6593000.0,7618000.0,7217000.0,
Rent And Landing Fees,6893000.0,6910000.0,6194000.0,4919000.0,
Total Revenue,298241000.0,319240000.0,346640000.0,364341000.0,
Operating Revenue,298241000.0,319240000.0,346640000.0,364341000.0,
