,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,36200000.0,-174800.0,0.0,0.0
Tax Rate For Calcs,0.2,0.2,0.063052,0.130453
Normalized EBITDA,-66740000.0,-60371000.0,117250000.0,104252000.0
Total Unusual Items,181000000.0,-874000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,181000000.0,-874000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,11719000.0,-156885000.0,37016000.0,27689000.0
Reconciled Depreciation,65689000.0,62239000.0,67463000.0,60981000.0
Reconciled Cost Of Revenue,445898000.0,490144000.0,456272000.0,454600000.0
EBITDA,114260000.0,-61245000.0,117250000.0,104252000.0
EBIT,48571000.0,-123484000.0,49787000.0,43271000.0
Net Interest Income,-35857000.0,-21397000.0,-12626000.0,-13392000.0
Interest Expense,40386000.0,19659000.0,10280000.0,11428000.0
Interest Income,15000.0,13000.0,3000.0,16000.0
Normalized Income,-133081000.0,-156185800.0,37016000.0,27689000.0
Net Income From Continuing And Discontinued Operation,11719000.0,-156885000.0,37016000.0,27689000.0
Total Expenses,519863000.0,567929000.0,526613000.0,515017000.0
Total Operating Income As Reported,-141470000.0,-122828000.0,43654000.0,15811000.0
Diluted Average Shares,23520000.0,23520000.0,23520000.0,23520000.0
Basic Average Shares,23520000.0,23520000.0,23520000.0,23396000.0
Diluted EPS,0.498,-6.67,1.574,1.177
Basic EPS,0.498,-6.67,1.574,1.183
Diluted NI Availto Com Stockholders,11719000.0,-156885000.0,37016000.0,27689000.0
Net Income Common Stockholders,11719000.0,-156885000.0,37016000.0,27689000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,11719000.0,-156885000.0,37016000.0,27689000.0
Net Income Including Noncontrolling Interests,11719000.0,-156885000.0,37016000.0,27689000.0
Net Income Continuous Operations,11719000.0,-156885000.0,37016000.0,27689000.0
Tax Provision,-3534000.0,13742000.0,2491000.0,4154000.0
Pretax Income,8185000.0,-143143000.0,39507000.0,31843000.0
Other Non Operating Income Expenses,2604000.0,1811000.0,1535000.0,461000.0
Special Income Charges,181000000.0,-874000.0,0.0,0.0
Other Special Charges,,874000.0,,
Impairment Of Capital Assets,-181000000.0,0.0,,
Net Non Operating Interest Income Expense,-35857000.0,-21397000.0,-12626000.0,-13392000.0
Total Other Finance Cost,-4514000.0,1751000.0,2349000.0,1980000.0
Interest Expense Non Operating,40386000.0,19659000.0,10280000.0,11428000.0
Interest Income Non Operating,15000.0,13000.0,3000.0,16000.0
Operating Income,-139562000.0,-122683000.0,50598000.0,39260000.0
Operating Expense,73965000.0,77785000.0,70341000.0,60417000.0
Other Operating Expenses,,6475000.0,-4061000.0,-21034000.0
Depreciation And Amortization In Income Statement,4601000.0,3666000.0,3809000.0,3987000.0
Depreciation Income Statement,4601000.0,3666000.0,3809000.0,3987000.0
Selling General And Administration,40529000.0,32450000.0,40348000.0,48787000.0
Selling And Marketing Expense,29790000.0,23187000.0,28678000.0,33262000.0
General And Administrative Expense,10739000.0,9263000.0,11670000.0,15525000.0
Gross Profit,-65597000.0,-44898000.0,120939000.0,99677000.0
Cost Of Revenue,445898000.0,490144000.0,456272000.0,454600000.0
Total Revenue,380301000.0,445246000.0,577211000.0,554277000.0
Operating Revenue,380301000.0,445246000.0,577211000.0,554277000.0
