,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.138626,0.150532,0.158072,0.169266,
Net Income From Continuing Operation Net Minority Interest,1079092000.0,1166002000.0,940163000.0,805117000.0,
Reconciled Depreciation,72756000.0,58835000.0,55757000.0,49858000.0,
EBIT,1257405000.0,1377537000.0,1122744000.0,,
Net Interest Income,-4648000.0,-4911000.0,-6065000.0,,
Interest Expense,4648000.0,4911000.0,6065000.0,,
Normalized Income,1079092000.0,1166002000.0,940163000.0,805117000.0,
Net Income From Continuing And Discontinued Operation,1079092000.0,1166002000.0,940163000.0,805117000.0,
Total Expenses,18834330000.0,17421690000.0,15348131000.0,12469265000.0,
Rent Expense Supplemental,26344000.0,26281000.0,22137000.0,77216000.0,
Diluted Average Shares,150000000.0,150000000.0,150000000.0,150000000.0,
Basic Average Shares,150000000.0,150000000.0,150000000.0,150000000.0,
Diluted EPS,7.23,7.79,6.29,5.39,
Basic EPS,7.23,7.79,6.29,5.39,
Diluted NI Availto Com Stockholders,1079092000.0,1166002000.0,940163000.0,805117000.0,
Net Income Common Stockholders,1079092000.0,1166002000.0,940163000.0,805117000.0,
Otherunder Preferred Stock Dividend,,,,65303000.0,58347000.0
Net Income,1079092000.0,1166002000.0,940163000.0,805117000.0,
Net Income Including Noncontrolling Interests,1079092000.0,1166002000.0,940163000.0,805117000.0,
Net Income Continuous Operations,1079092000.0,1166002000.0,940163000.0,805117000.0,
Tax Provision,173665000.0,206624000.0,176516000.0,164046000.0,
Pretax Income,1252757000.0,1372626000.0,1116679000.0,969163000.0,
Other Income Expense,98071000.0,90386000.0,92065000.0,42633000.0,
Net Non Operating Interest Income Expense,-4648000.0,-4911000.0,-6065000.0,,
Interest Expense Non Operating,4648000.0,4911000.0,6065000.0,,
Other Operating Expenses,91501000.0,76069000.0,84724000.0,263232000.0,
Depreciation And Amortization In Income Statement,11189000.0,8191000.0,9904000.0,49858000.0,
Selling General And Administration,80421000.0,80093000.0,68265000.0,122300000.0,
Selling And Marketing Expense,58707000.0,44574000.0,35460000.0,46636000.0,
General And Administrative Expense,21714000.0,35519000.0,32805000.0,75664000.0,
Rent And Landing Fees,26344000.0,26281000.0,22137000.0,77216000.0,
Total Revenue,20087087000.0,18794316000.0,16464810000.0,13438428000.0,
Operating Revenue,20087087000.0,18794316000.0,16464810000.0,13438428000.0,
Net Policyholder Benefits And Claims,18381040000.0,17033460000.0,14994432000.0,12206033000.0,
