,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,162881100.0,162881100.0,162881100.0,162881100.0,
Share Issued,162881100.0,162881100.0,162881100.0,162881100.0,
Net Debt,609001580.0,567934860.0,184641422.0,357205574.0,
Total Debt,638144626.0,638317883.0,240442650.0,385954963.0,
Tangible Book Value,1340795919.0,1361390217.0,1380223948.0,1378354349.0,
Invested Capital,1980067439.0,2001964519.0,1624782751.0,1766895215.0,
Working Capital,134050557.0,90683418.0,113892156.0,91133268.0,
Net Tangible Assets,1340795919.0,1361390217.0,1380223948.0,1378354349.0,
Common Stock Equity,1341922813.0,1363646636.0,1384340101.0,1380940252.0,
Total Capitalization,1978924116.0,2000647939.0,1624782751.0,1766895215.0,
Total Equity Gross Minority Interest,1341922813.0,1363646636.0,1384340101.0,1380940252.0,
Stockholders Equity,1341922813.0,1363646636.0,1384340101.0,1380940252.0,
Total Liabilities Net Minority Interest,761402040.0,779317144.0,361021028.0,527317564.0,
Total Non Current Liabilities Net Minority Interest,721800733.0,715232147.0,307330853.0,455781793.0,
Non Current Deferred Revenue,84799430.0,78230844.0,66888203.0,69826830.0,
Long Term Debt And Capital Lease Obligation,637001303.0,637001303.0,240442650.0,385954963.0,
Long Term Debt,637001303.0,637001303.0,240442650.0,385954963.0,
Current Liabilities,39601307.0,64084997.0,53690175.0,71535771.0,
Other Current Liabilities,281120.0,387100.0,844034.0,12268410.0,
Current Deferred Taxes Liabilities,,,0.0,3092628.0,2379580.0
Current Debt And Capital Lease Obligation,1143323.0,1316580.0,,6294963.0,88891170.0
Current Debt,1143323.0,1316580.0,,6294963.0,88891170.0
Payables,32367938.0,56666648.0,47133848.0,44383832.0,
Other Payable,3383019.0,24862853.0,19400498.0,17748160.0,
Total Tax Payable,2838072.0,1858315.0,2843812.0,3509281.0,
Accounts Payable,26146847.0,29945480.0,24889538.0,23126391.0,
Total Assets,2103324853.0,2142963780.0,1745361129.0,1908257816.0,
Total Non Current Assets,1929672989.0,1988195365.0,1577778798.0,1745588775.0,
Investment Properties,1715549975.0,1734905178.0,1359834124.0,1556901027.0,
Goodwill And Other Intangible Assets,1126894.0,2256419.0,4116153.0,2585903.0,
Other Intangible Assets,1126894.0,2256419.0,4116153.0,2585903.0,
Net PPE,212996120.0,211727093.0,213828521.0,186101845.0,
Accumulated Depreciation,-66129865.0,-62196706.0,-60254921.0,-62878380.0,
Gross PPE,279125985.0,273923799.0,274083442.0,248980225.0,
Construction In Progress,23706845.0,19156510.0,19530863.0,0.0,
Machinery Furniture Equipment,21124947.0,20573916.0,20637399.0,15065045.0,
Buildings And Improvements,209871491.0,209770671.0,209492478.0,209492478.0,
Land And Improvements,24422702.0,24422702.0,24422702.0,24422702.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,173651864.0,154768415.0,167582331.0,162669039.0,
Other Current Assets,3159705.0,3741383.0,5225445.0,8775048.0,
Prepaid Assets,8608248.0,5889257.0,6939808.0,6389752.0,
Other Receivables,,,,,6229.0
Taxes Receivable,33309.0,671869.0,4763901.0,3190663.0,
Accounts Receivable,97039277.0,36205977.0,64089785.0,115489023.0,
Allowance For Doubtful Accounts Receivable,-25243673.0,-20953074.0,-17123226.0,-14169695.0,
Gross Accounts Receivable,122282950.0,96465726.0,81213011.0,129658718.0,
Cash Cash Equivalents And Short Term Investments,64811325.0,108259929.0,86563392.0,28824553.0,
Other Short Term Investments,35668279.0,37876906.0,30762164.0,75164.0,
Cash And Cash Equivalents,29143046.0,70383023.0,55801228.0,28749389.0,
Cash Financial,29143046.0,70383023.0,55801228.0,28749389.0,
