,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-882447800.0,-209630381.594706,370139.512346,66822239.518905,
Tax Rate For Calcs,0.2,0.101417,0.183692,0.094114,
Normalized EBITDA,21177651000.0,25627845000.0,21134754000.0,40160394000.0,
Total Unusual Items,-4412239000.0,-2067022000.0,2015000.0,710017000.0,
Total Unusual Items Excluding Goodwill,-4412239000.0,-2067022000.0,2015000.0,710017000.0,
Net Income From Continuing Operation Net Minority Interest,-1399917000.0,5090374000.0,1304657000.0,15785864000.0,
Reconciled Depreciation,12897679000.0,13009105000.0,14214375000.0,14157688000.0,
Reconciled Cost Of Revenue,95528226000.0,92375651000.0,119463105000.0,141754850000.0,
EBITDA,16765412000.0,23560823000.0,21136769000.0,40870411000.0,
EBIT,3867733000.0,10551718000.0,6922394000.0,26712723000.0,
Net Interest Income,-418025000.0,-760676000.0,-894952000.0,-871648000.0,
Interest Expense,2609431000.0,2455678000.0,2398780000.0,1600342000.0,
Interest Income,2039139000.0,1875493000.0,1489904000.0,685139000.0,
Normalized Income,2129874200.0,6947765618.405294,1303012139.512346,15142669239.518906,
Net Income From Continuing And Discontinued Operation,-25779231000.0,1538542000.0,-2772282000.0,16529722000.0,
Total Expenses,111616106000.0,109163689000.0,138049285000.0,163032039000.0,
Total Operating Income As Reported,4366994000.0,9426513000.0,3720393000.0,22907873000.0,
Diluted Average Shares,3000000000.0,3000000000.0,3000000000.0,3000000000.0,
Basic Average Shares,3000000000.0,3000000000.0,3000000000.0,3000000000.0,
Diluted EPS,-8.59,0.51,-0.92,5.51,
Basic EPS,-8.59,0.51,-0.92,5.51,
Diluted NI Availto Com Stockholders,-25779231000.0,1538542000.0,-2772282000.0,16529722000.0,
Net Income Common Stockholders,-25779231000.0,1538542000.0,-2772282000.0,16529722000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-25779231000.0,1538542000.0,-2772282000.0,16529722000.0,
Minority Interests,-1054265000.0,-2184593000.0,-2388005000.0,-6963101000.0,
Net Income Including Noncontrolling Interests,-24724966000.0,3723135000.0,-384277000.0,23492823000.0,
Net Income Discontinuous Operations,-24379314000.0,-3551832000.0,-4076939000.0,743858000.0,
Net Income Continuous Operations,-345652000.0,7274967000.0,3692662000.0,22748965000.0,
Tax Provision,1603954000.0,821073000.0,830952000.0,2363416000.0,
Pretax Income,1258302000.0,8096040000.0,4523614000.0,25112381000.0,
Other Non Operating Income Expenses,,,,,253633000.0
Special Income Charges,-3269155000.0,-2026784000.0,-1973377000.0,40425000.0,
Other Special Charges,165466000.0,-252691000.0,37363000.0,-40425000.0,
Write Off,1900396000.0,1967021000.0,789007000.0,0.0,
Impairment Of Capital Assets,,599419000.0,391007000.0,0.0,
Restructuring And Mergern Acquisition,1203293000.0,312454000.0,1147007000.0,0.0,
Net Non Operating Interest Income Expense,-418025000.0,-760676000.0,-894952000.0,-871648000.0,
Total Other Finance Cost,-152267000.0,180491000.0,-13924000.0,-43555000.0,
Interest Expense Non Operating,2609431000.0,2455678000.0,2398780000.0,1600342000.0,
Interest Income Non Operating,2039139000.0,1875493000.0,1489904000.0,685139000.0,
Operating Income,4909108000.0,8572803000.0,3487902000.0,20044555000.0,
Operating Expense,16087880000.0,16788038000.0,18586180000.0,21277189000.0,
Other Operating Expenses,579542000.0,836260000.0,601411000.0,617017000.0,
Depreciation And Amortization In Income Statement,883711000.0,1021715000.0,1634258000.0,1498506000.0,
Depreciation Income Statement,883711000.0,1021715000.0,1634258000.0,1498506000.0,
Research And Development,1629979000.0,1741214000.0,1893085000.0,1855959000.0,
Selling General And Administration,7491807000.0,7173685000.0,8213321000.0,11286993000.0,
Selling And Marketing Expense,5404104000.0,4924153000.0,5757169000.0,8751659000.0,
General And Administrative Expense,2087703000.0,2249532000.0,2456152000.0,2535334000.0,
Gross Profit,20996988000.0,25360841000.0,22074082000.0,41321744000.0,
Cost Of Revenue,95528226000.0,92375651000.0,119463105000.0,141754850000.0,
Total Revenue,116525214000.0,117736492000.0,141537187000.0,183076594000.0,
Operating Revenue,116525214000.0,117736492000.0,141537187000.0,183076594000.0,
