,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.014022,0.216708,0.145455,0.2,
Net Income From Continuing Operation Net Minority Interest,-70317330.0,31858208.0,42299859.0,-53459717.0,
Reconciled Depreciation,6869641.0,3451022.0,3974636.0,5400009.0,
EBIT,-71236337.0,40685645.0,49527217.0,-48797434.0,
Net Interest Income,-80993.0,-13451.0,-27358.0,-62283.0,
Interest Expense,80993.0,13451.0,27358.0,62283.0,
Interest Income,0.0,0.0,20459983.0,3683171.0,
Normalized Income,-70317330.0,31858208.0,42299859.0,-53459717.0,
Net Income From Continuing And Discontinued Operation,-70317330.0,31858208.0,42299859.0,-53459717.0,
Total Expenses,648702795.0,426343466.0,417573832.0,483428006.0,
Rent Expense Supplemental,,,,1392820.0,787687.0
Diluted Average Shares,30000000.0,25307609.0,21237678.0,21237870.0,
Basic Average Shares,30000000.0,25307609.0,21237678.0,21237870.0,
Diluted EPS,-2.34,1.26,1.99,-2.518143,
Basic EPS,-2.34,1.26,1.99,-2.518143,
Diluted NI Availto Com Stockholders,-70317330.0,31858208.0,42299859.0,-53459717.0,
Net Income Common Stockholders,-70317330.0,31858208.0,42299859.0,-53459717.0,
Net Income,-70317330.0,31858208.0,42299859.0,-53459717.0,
Net Income Including Noncontrolling Interests,-70317330.0,31858208.0,42299859.0,-53459717.0,
Net Income Continuous Operations,-70317330.0,31858208.0,42299859.0,-53459717.0,
Tax Provision,-1000000.0,8813986.0,7200000.0,4600000.0,
Pretax Income,-71317330.0,40672194.0,49499859.0,-48859717.0,
Other Income Expense,617811.0,3364995.0,14105156.0,18747796.0,
Net Non Operating Interest Income Expense,-80993.0,-13451.0,-27358.0,-62283.0,
Total Other Finance Cost,,,,1985060.0,3614349.0
Interest Expense Non Operating,80993.0,13451.0,27358.0,62283.0,
Other Operating Expenses,25870077.0,19948810.0,20307928.0,29253680.0,
Depreciation And Amortization In Income Statement,,,,5400009.0,3680670.0
Amortization,,,,,603171.0
Depreciation Income Statement,,,,5400009.0,3680670.0
Selling General And Administration,,,,20021749.0,15789449.0
Selling And Marketing Expense,,,,45769.0,343284.0
General And Administrative Expense,,,,19975980.0,15446165.0
Rent And Landing Fees,,,,1392820.0,787687.0
Total Revenue,577385465.0,467015660.0,467073691.0,434568289.0,
Operating Revenue,577385465.0,467015660.0,467073691.0,434568289.0,
Net Policyholder Benefits And Claims,544207279.0,326723022.0,351371815.0,422638811.0,
