,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,110192.736617,-17684.588036,90484.168729,3108.15149,
Tax Rate For Calcs,0.025947,0.023624,0.017494,0.03063,
Normalized EBITDA,1268451843.0,1120132042.0,932437814.0,770107469.0,
Total Unusual Items,4246788.0,-748583.0,5172337.0,101474.0,
Total Unusual Items Excluding Goodwill,4246788.0,-748583.0,5172337.0,101474.0,
Net Income From Continuing Operation Net Minority Interest,421845770.0,344650993.0,280814473.0,241826918.0,
Reconciled Depreciation,612346341.0,566944765.0,503517472.0,406171592.0,
Reconciled Cost Of Revenue,24825910582.0,18470730078.0,14153205822.0,11761517340.0,
EBITDA,1272698631.0,1119383459.0,937610151.0,770208943.0,
EBIT,660352290.0,552438694.0,434092679.0,364037351.0,
Net Interest Income,-166967655.0,-169887158.0,-143106871.0,-122000512.0,
Interest Expense,227269177.0,199448634.0,148278206.0,114569217.0,
Interest Income,28860123.0,19634627.0,8982166.0,1548958.0,
Normalized Income,417709174.736617,345381891.411964,275732620.168729,241728552.15149,
Net Income From Continuing And Discontinued Operation,421845770.0,344650993.0,280814473.0,241826918.0,
Total Expenses,25166827920.0,18767328204.0,14411285542.0,11993057238.0,
Rent Expense Supplemental,183566005.0,100502711.0,65902672.0,46990741.0,
Total Operating Income As Reported,592543647.0,519938050.0,421155742.0,363021749.0,
Diluted Average Shares,100000000.0,100000000.0,100000000.0,99999999.0,
Basic Average Shares,100000000.0,100000000.0,100000000.0,99999999.0,
Diluted EPS,4.22,3.44,2.81,2.415,
Basic EPS,4.22,3.44,2.81,2.415,
Diluted NI Availto Com Stockholders,421845770.0,344650993.0,280814473.0,241826918.0,
Net Income Common Stockholders,421845770.0,344650993.0,280814473.0,241826918.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,421845770.0,344650993.0,280814473.0,241826918.0,
Net Income Including Noncontrolling Interests,421845770.0,344650993.0,280814473.0,241826918.0,
Net Income Continuous Operations,421845770.0,344650993.0,280814473.0,241826918.0,
Tax Provision,11237343.0,8339067.0,5000000.0,7641216.0,
Pretax Income,433083113.0,352990060.0,285814473.0,249468134.0,
Other Non Operating Income Expenses,,,1618044.0,5845960.0,1822186.0
Special Income Charges,4246788.0,-748583.0,5172337.0,-251759.0,
Other Special Charges,-4246788.0,748583.0,-5172337.0,251759.0,
Net Non Operating Interest Income Expense,-166967655.0,-169887158.0,-143106871.0,-122000512.0,
Total Other Finance Cost,-31441399.0,-9926849.0,3810831.0,8980253.0,
Interest Expense Non Operating,227269177.0,199448634.0,148278206.0,114569217.0,
Interest Income Non Operating,28860123.0,19634627.0,8982166.0,1548958.0,
Operating Income,593999995.0,521224809.0,422773786.0,363021749.0,
Operating Expense,340917338.0,296598126.0,258079720.0,231539898.0,
Other Operating Expenses,14087470.0,12554883.0,15713497.0,13222218.0,
Depreciation And Amortization In Income Statement,11365762.0,9483736.0,8310651.0,8209618.0,
Depreciation Income Statement,11365762.0,9483736.0,8310651.0,8209618.0,
Selling General And Administration,44029084.0,37223960.0,36679975.0,28307724.0,
Selling And Marketing Expense,7424655.0,4700485.0,4981201.0,7417453.0,
General And Administrative Expense,36604429.0,32523475.0,31698774.0,20890271.0,
Rent And Landing Fees,2208462.0,2477977.0,1714884.0,1326330.0,
Gross Profit,934917333.0,817822935.0,680853506.0,594561647.0,
Cost Of Revenue,24825910582.0,18470730078.0,14153205822.0,11761517340.0,
Total Revenue,25760827915.0,19288553013.0,14834059328.0,12356078987.0,
Operating Revenue,25760827915.0,19288553013.0,14834059328.0,12356078987.0,
