,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,45894928.0,45894928.0,45894928.0,45894928.0,
Share Issued,45894928.0,45894928.0,45894928.0,45894928.0,
Total Debt,6044743.0,8622513.0,11107691.0,6776329.0,
Tangible Book Value,468966600.0,516065008.0,437886864.0,302270457.0,
Invested Capital,568942632.0,626699199.0,547991825.0,415436680.0,
Net Tangible Assets,468966600.0,516065008.0,437886864.0,302270457.0,
Capital Lease Obligations,6044743.0,8622513.0,11107691.0,6776329.0,
Common Stock Equity,568942632.0,626699199.0,547991825.0,415436680.0,
Total Capitalization,568942632.0,626699199.0,547991825.0,415436680.0,
Total Equity Gross Minority Interest,568942632.0,626699199.0,547991825.0,415436680.0,
Stockholders Equity,568942632.0,626699199.0,547991825.0,415436680.0,
Retained Earnings,-46861637.0,36765081.0,1848668.0,-122726516.0,
Capital Stock,458949280.0,458949280.0,458949280.0,458949280.0,
Common Stock,458949280.0,458949280.0,458949280.0,458949280.0,
Total Liabilities Net Minority Interest,588142634.0,569278629.0,519234645.0,531371863.0,
Non Current Pension And Other Postretirement Benefit Plans,19077661.0,19978809.0,19719701.0,18369229.0,
Non Current Accrued Expenses,8739387.0,8912552.0,9857492.0,21747620.0,
Non Current Deferred Revenue,,,,9008516.0,10342959.0
Long Term Debt And Capital Lease Obligation,2643695.0,4493486.0,6946926.0,4752270.0,
Long Term Capital Lease Obligation,2643695.0,4493486.0,6946926.0,4752270.0,
Current Debt And Capital Lease Obligation,3401048.0,4129027.0,4160765.0,2024059.0,
Current Capital Lease Obligation,3401048.0,4129027.0,4160765.0,2024059.0,
Payables,26334074.0,28828183.0,38230792.0,45717899.0,
Other Payable,557241.0,1819113.0,3233205.0,8954696.0,
Dividends Payable,,,,13013699.0,13748722.0
Total Tax Payable,25776833.0,27009070.0,34997587.0,36763203.0,
Accounts Payable,,,,104054662.0,131824758.0
Total Assets,1157085266.0,1195977828.0,1067226470.0,946808543.0,
Investments And Advances,494994629.0,436640647.0,378215576.0,362333966.0,
Investmentin Financial Assets,349551057.0,314392973.0,291247071.0,282927712.0,
Held To Maturity Securities,,,,29024331.0,35484769.0
Available For Sale Securities,210896651.0,175996001.0,156102104.0,155998139.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,138654406.0,138396972.0,135144967.0,126929573.0,
Goodwill And Other Intangible Assets,99976032.0,110634191.0,110104961.0,113166223.0,
Other Intangible Assets,32278282.0,42936441.0,42407211.0,45468473.0,
Goodwill,67697750.0,67697750.0,67697750.0,67697750.0,
Net PPE,10915922.0,15177427.0,18675750.0,15013673.0,
Accumulated Depreciation,-40589123.0,-35047685.0,-29588943.0,-23782123.0,
Gross PPE,51505045.0,50225112.0,48264693.0,38795796.0,
Other Properties,475308.0,475308.0,475308.0,475308.0,
Machinery Furniture Equipment,26318179.0,25851817.0,24573093.0,23110387.0,
Buildings And Improvements,24711558.0,23897987.0,23216292.0,15210101.0,
Prepaid Assets,12506390.0,14391014.0,4202961.0,10626876.0,
Other Receivables,17443992.0,20627240.0,3233205.0,28375531.0,
Taxes Receivable,15855962.0,8739243.0,2929658.0,0.0,
Accounts Receivable,0.0,2903453.0,21048359.0,10962356.0,
Cash Cash Equivalents And Short Term Investments,198274536.0,176221193.0,142082981.0,179724636.0,
Other Short Term Investments,145443572.0,122247674.0,86968505.0,79406254.0,
Cash And Cash Equivalents,52830964.0,53973519.0,55114476.0,100318382.0,
