,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,65971504.0,64500000.0,64500000.0,64500000.0,
Share Issued,65971504.0,64500000.0,64500000.0,64500000.0,
Net Debt,1903380421.0,1346464172.0,1072858069.0,797248170.0,
Total Debt,2002112239.0,1468388826.0,1230971768.0,1004896281.0,
Tangible Book Value,914653198.0,830437666.0,729676475.0,664860414.0,
Invested Capital,2846225142.0,2211885353.0,1855308068.0,1562201274.0,
Working Capital,-577244731.0,-520162005.0,-390291756.0,-213284600.0,
Net Tangible Assets,914653198.0,830437666.0,729676475.0,664860414.0,
Capital Lease Obligations,70540295.0,86941139.0,105340175.0,107555421.0,
Common Stock Equity,914653198.0,830437666.0,729676475.0,664860414.0,
Total Capitalization,1891769708.0,1513110558.0,1298411536.0,1120045694.0,
Total Equity Gross Minority Interest,914653198.0,830437666.0,729676475.0,664860414.0,
Stockholders Equity,914653198.0,830437666.0,729676475.0,664860414.0,
Other Equity Interest,14715040.0,,,,
Retained Earnings,254938158.0,332455143.0,247261511.0,196652399.0,
Capital Stock,645000000.0,430000000.0,430000000.0,430000000.0,
Common Stock,645000000.0,430000000.0,430000000.0,430000000.0,
Total Liabilities Net Minority Interest,2268732494.0,1745202836.0,1511655370.0,1201353072.0,
Total Non Current Liabilities Net Minority Interest,1080825646.0,772367724.0,649298544.0,543827885.0,
Non Current Pension And Other Postretirement Benefit Plans,48881436.0,42884771.0,38786257.0,34935477.0,
Long Term Debt And Capital Lease Obligation,1031944210.0,729482953.0,610512287.0,508892408.0,
Long Term Capital Lease Obligation,54827700.0,46810061.0,41777226.0,53707128.0,
Long Term Debt,977116510.0,682672892.0,568735061.0,455185280.0,
Current Liabilities,1187906848.0,972835112.0,862356826.0,657525187.0,
Other Current Liabilities,885474.0,780414.0,693229.0,1112781.0,
Current Deferred Taxes Liabilities,4556094.0,4803775.0,23428744.0,24718383.0,
Current Debt And Capital Lease Obligation,970168029.0,738905873.0,620459481.0,496003873.0,
Current Capital Lease Obligation,15712595.0,40131078.0,63562949.0,53848293.0,
Current Debt,954455434.0,698774795.0,556896532.0,442155580.0,
Payables,96895976.0,124518435.0,124963461.0,93852988.0,
Other Payable,74756090.0,111064772.0,79922018.0,56876824.0,
Total Tax Payable,,,0.0,7240716.0,0.0
Accounts Payable,96895976.0,124518435.0,124963461.0,86612272.0,
Total Assets,3183385692.0,2575640502.0,2241331845.0,1866213486.0,
Total Non Current Assets,2572723575.0,2122967395.0,1769266775.0,1421972899.0,
Goodwill And Other Intangible Assets,,,,,58895.0
Other Intangible Assets,,,,,58895.0
Net PPE,2572723575.0,2122967395.0,1769266775.0,1421972899.0,
Accumulated Depreciation,-764672926.0,-689447545.0,-644922055.0,-581527566.0,
Gross PPE,3337396501.0,2812414940.0,2414188830.0,2003500465.0,
Other Properties,66840177.0,57762491.0,48173555.0,41840812.0,
Machinery Furniture Equipment,3091766490.0,2559271257.0,2161965764.0,1756688739.0,
Buildings And Improvements,86587284.0,103178642.0,111846961.0,116958364.0,
Land And Improvements,92202550.0,92202550.0,92202550.0,88012550.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,610662117.0,452673107.0,472065070.0,444240587.0,
Other Current Assets,,,,4231178.0,3132813.0
Prepaid Assets,120272254.0,53006591.0,98588748.0,103943530.0,
Inventory,39230794.0,17474793.0,6718774.0,4966089.0,
Other Inventories,31857806.0,10792578.0,1086847.0,330973.0,
Raw Materials,7372988.0,6682215.0,5631927.0,4635116.0,
Other Receivables,65364044.0,60758892.0,77105499.0,45874283.0,
Taxes Receivable,0.0,2980585.0,5276879.0,0.0,
Accounts Receivable,357603502.0,283468731.0,231601646.0,189363995.0,
Allowance For Doubtful Accounts Receivable,-205370099.0,-159674961.0,-133694615.0,-93222959.0,
Gross Accounts Receivable,562973601.0,443143692.0,365296261.0,282586954.0,
Cash Cash Equivalents And Short Term Investments,28191523.0,34983515.0,52773524.0,100092690.0,
Cash And Cash Equivalents,28191523.0,34983515.0,52773524.0,100092690.0,
Cash Financial,28191523.0,34983515.0,52773524.0,100092690.0,
