,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-28242.795874,-190814.6908,-266711.074613,2263562.297359
Tax Rate For Calcs,0.03039,0.05929,0.038494,0.039076
Normalized EBITDA,878914576.0,884419802.0,837363286.0,731472071.0
Total Unusual Items,-929339.0,-3218308.0,-6928688.0,57927824.0
Total Unusual Items Excluding Goodwill,-929339.0,-3218308.0,-6928688.0,57927824.0
Net Income From Continuing Operation Net Minority Interest,321755662.0,351408476.0,329223377.0,305448633.0
Reconciled Depreciation,416687167.0,382653188.0,363744684.0,354521895.0
Reconciled Cost Of Revenue,4363081673.0,4157865124.0,3634745134.0,3352644016.0
EBITDA,877985237.0,881201494.0,830434598.0,789399895.0
EBIT,461298070.0,498548306.0,466689914.0,434878000.0
Net Interest Income,-151008601.0,-145909671.0,-142252194.0,-117008435.0
Interest Expense,129457714.0,124991507.0,124286137.0,117008435.0
Normalized Income,322656758.204126,354435969.3092,335885353.925387,249784371.297359
Net Income From Continuing And Discontinued Operation,321755662.0,351408476.0,329223377.0,305448633.0
Total Expenses,6251161003.0,5933611014.0,5244010224.0,4998509749.0
Rent Expense Supplemental,22866685.0,18806513.0,14515167.0,9103441.0
Total Operating Income As Reported,468065538.0,498548306.0,466689914.0,375612388.0
Diluted Average Shares,85000000.0,85000000.0,85000000.0,85000000.0
Basic Average Shares,85000000.0,85000000.0,85000000.0,85000000.0
Diluted EPS,3.79,4.13,3.87,3.59
Basic EPS,3.79,4.13,3.87,3.59
Diluted NI Availto Com Stockholders,321755662.0,351408476.0,329223377.0,305448633.0
Net Income Common Stockholders,321755662.0,351408476.0,329223377.0,305448633.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,321755662.0,351408476.0,329223377.0,305448633.0
Net Income Including Noncontrolling Interests,321755662.0,351408476.0,329223377.0,305448633.0
Net Income Continuous Operations,321755662.0,351408476.0,329223377.0,305448633.0
Tax Provision,10084694.0,22148323.0,13180400.0,12420932.0
Pretax Income,331840356.0,373556799.0,342403777.0,317869565.0
Other Non Operating Income Expenses,4773446.0,2226496.0,-4501467.0,-663668.0
Special Income Charges,-929339.0,-3218308.0,-6928688.0,-1337788.0
Other Special Charges,-10717125.0,-256252.0,1143779.0,-5883433.0
Write Off,3793484.0,0.0,0.0,-614655.0
Impairment Of Capital Assets,7852980.0,3474560.0,5784909.0,7835876.0
Net Non Operating Interest Income Expense,-151008601.0,-145909671.0,-142252194.0,-117008435.0
Total Other Finance Cost,21550887.0,20918164.0,17966057.0,
Interest Expense Non Operating,129457714.0,124991507.0,124286137.0,117008435.0
Operating Income,485035455.0,520742964.0,497353842.0,373732760.0
Operating Expense,1888079330.0,1775745890.0,1609265090.0,1645865733.0
Other Operating Expenses,53110635.0,45429523.0,46130472.0,44513881.0
Depreciation And Amortization In Income Statement,415178936.0,377532388.0,360821094.0,354521895.0
Amortization,5540634.0,6039626.0,5528689.0,5721671.0
Depreciation Income Statement,409638302.0,371492762.0,355292405.0,348800224.0
Selling General And Administration,293692362.0,262821655.0,246975801.0,256360982.0
Selling And Marketing Expense,243329661.0,219265999.0,205598072.0,204144870.0
General And Administrative Expense,50362701.0,43555656.0,41377729.0,52216112.0
Rent And Landing Fees,22866685.0,18806513.0,14515167.0,9103441.0
Gross Profit,2373114785.0,2296488854.0,2106618932.0,2019598493.0
Cost Of Revenue,4363081673.0,4157865124.0,3634745134.0,3352644016.0
Total Revenue,6736196458.0,6454353978.0,5741364066.0,5372242509.0
Operating Revenue,6736196458.0,6454353978.0,5741364066.0,5372242509.0
