,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,792407.430122,36614.8,11080.194345,-19825.58005
Tax Rate For Calcs,0.131133,0.2,0.170901,0.246476
Normalized EBITDA,791329386.0,661013917.0,587850889.0,458758399.0
Total Unusual Items,6042781.0,183074.0,64834.0,-80436.0
Total Unusual Items Excluding Goodwill,6042781.0,183074.0,64834.0,-80436.0
Net Income From Continuing Operation Net Minority Interest,96398279.0,-741877.0,71203083.0,36729508.0
Reconciled Depreciation,253597746.0,237141190.0,190663584.0,171634388.0
Reconciled Cost Of Revenue,890750463.0,679603640.0,1065294738.0,577686558.0
EBITDA,797372167.0,661196991.0,587915723.0,458677963.0
EBIT,543774421.0,424055801.0,397252139.0,287043575.0
Net Interest Income,-277917602.0,-259788404.0,-217936342.0,-201241728.0
Interest Expense,304185251.0,289294837.0,241570501.0,213351619.0
Interest Income,32502068.0,32886587.0,25867549.0,12337816.0
Normalized Income,91147905.430122,-888336.2,71149329.194345,36790118.41995
Net Income From Continuing And Discontinued Operation,96398279.0,-741877.0,71203083.0,36729508.0
Total Expenses,1143429471.0,938291779.0,1280551545.0,749653926.0
Rent Expense Supplemental,63414148.0,73591600.0,58690402.0,52097773.0
Total Operating Income As Reported,426818488.0,377931275.0,319363081.0,230000842.0
Diluted Average Shares,81335498.0,81335498.0,81558552.0,81600000.0
Basic Average Shares,81335498.0,81335498.0,81558552.0,81600000.0
Diluted EPS,1.19,-0.01,0.87,0.45
Basic EPS,1.19,-0.01,0.87,0.45
Diluted NI Availto Com Stockholders,96398279.0,-741877.0,71203083.0,36729508.0
Net Income Common Stockholders,96398279.0,-741877.0,71203083.0,36729508.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,96398279.0,-741877.0,71203083.0,36729508.0
Minority Interests,-111772867.0,-74261624.0,-57872410.0,-18799116.0
Net Income Including Noncontrolling Interests,208171146.0,73519747.0,129075493.0,55528624.0
Net Income Continuous Operations,208171146.0,73519747.0,129075493.0,55528624.0
Tax Provision,31418024.0,61241217.0,26606145.0,18163332.0
Pretax Income,239589170.0,134760964.0,155681638.0,73691956.0
Other Non Operating Income Expenses,12744454.0,4787083.0,20171761.0,
Special Income Charges,4983096.0,183074.0,64834.0,-80436.0
Other Special Charges,-4983096.0,-183074.0,-64834.0,80436.0
Write Off,,,3872533.0,2695907.0
Net Non Operating Interest Income Expense,-277917602.0,-259788404.0,-217936342.0,-201241728.0
Total Other Finance Cost,6234419.0,3380154.0,2233390.0,227925.0
Interest Expense Non Operating,304185251.0,289294837.0,241570501.0,213351619.0
Interest Income Non Operating,32502068.0,32886587.0,25867549.0,12337816.0
Operating Income,462109049.0,382665515.0,322877576.0,244183077.0
Operating Expense,252679008.0,258688139.0,215256807.0,171967368.0
Other Operating Expenses,-34146498.0,-2004676.0,358038.0,-3749872.0
Depreciation And Amortization In Income Statement,22212214.0,20635549.0,13088133.0,12470221.0
Amortization,2943289.0,3554952.0,1474902.0,1639033.0
Depreciation Income Statement,19268925.0,17080597.0,11613231.0,10831188.0
Selling General And Administration,92457766.0,83507616.0,74799531.0,62744476.0
Selling And Marketing Expense,43834274.0,39244723.0,36996560.0,9499556.0
General And Administrative Expense,48623492.0,44262893.0,37802971.0,53244920.0
Gross Profit,714788057.0,641353654.0,538134383.0,416150445.0
Cost Of Revenue,890750463.0,679603640.0,1065294738.0,577686558.0
Total Revenue,1605538520.0,1320957294.0,1603429121.0,993837003.0
Operating Revenue,1605538520.0,1320957294.0,1603429121.0,993837003.0
