,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-2583721.2,368648.45698,-4466.19198,-194021.146037
Tax Rate For Calcs,0.2,0.089194,0.065886,0.06071
Normalized EBITDA,35943409.0,54464435.0,70943066.0,77864692.0
Total Unusual Items,-12918606.0,4133100.0,-67787.0,-3195886.0
Total Unusual Items Excluding Goodwill,-12918606.0,4133100.0,-67787.0,-3195886.0
Net Income From Continuing Operation Net Minority Interest,-2687767.0,30184860.0,42950121.0,48707066.0
Reconciled Depreciation,23045100.0,24756879.0,23870670.0,22012387.0
Reconciled Cost Of Revenue,119872359.0,142693365.0,153663556.0,194252724.0
EBITDA,23024803.0,58597535.0,70875279.0,74668806.0
EBIT,-20297.0,33840656.0,47004609.0,52656419.0
Net Interest Income,1411926.0,3243502.0,2988716.0,-607553.0
Interest Expense,297553.0,699827.0,1025097.0,801243.0
Interest Income,1938218.0,4152164.0,4013813.0,214417.0
Normalized Income,7647117.8,26420408.45698,43013441.80802,51708930.853963
Net Income From Continuing And Discontinued Operation,-2687767.0,30184860.0,42950121.0,48707066.0
Total Expenses,179204685.0,193708699.0,195764044.0,229249569.0
Total Operating Income As Reported,7740402.0,25631434.0,42990796.0,52442002.0
Diluted Average Shares,20000000.0,20000000.0,20000000.0,20000000.0
Basic Average Shares,20000000.0,20000000.0,20000000.0,20000000.0
Diluted EPS,-0.13,1.51,2.15,2.44
Basic EPS,-0.13,1.51,2.15,2.44
Diluted NI Availto Com Stockholders,-2687767.0,30184860.0,42950121.0,48707066.0
Net Income Common Stockholders,-2687767.0,30184860.0,42950121.0,48707066.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-2687767.0,30184860.0,42950121.0,48707066.0
Net Income Including Noncontrolling Interests,-2687767.0,30184860.0,42950121.0,48707066.0
Net Income Continuous Operations,-2687767.0,30184860.0,42950121.0,48707066.0
Tax Provision,2369917.0,2955969.0,3029391.0,3148110.0
Pretax Income,-317850.0,33140829.0,45979512.0,51855176.0
Other Non Operating Income Expenses,115112.0,16842.0,13440.0,618008.0
Special Income Charges,785190.0,3701796.0,-67787.0,-3195886.0
Other Special Charges,-785190.0,-3701796.0,67787.0,3195886.0
Net Non Operating Interest Income Expense,1411926.0,3243502.0,2988716.0,-607553.0
Total Other Finance Cost,228739.0,208835.0,8595.0,20727.0
Interest Expense Non Operating,297553.0,699827.0,1025097.0,801243.0
Interest Income Non Operating,1938218.0,4152164.0,4013813.0,214417.0
Operating Income,7740402.0,25631434.0,43058583.0,55040607.0
Operating Expense,59332326.0,51015334.0,42100488.0,34996845.0
Other Operating Expenses,7880604.0,4300809.0,1978301.0,1163127.0
Depreciation And Amortization In Income Statement,5913857.0,5506692.0,5405732.0,4863518.0
Amortization,613229.0,670576.0,167837.0,131861.0
Depreciation Income Statement,5300628.0,4836116.0,5237895.0,4731657.0
Selling General And Administration,16788312.0,13749509.0,9600066.0,7344195.0
Selling And Marketing Expense,12991230.0,10999537.0,6778865.0,5631425.0
General And Administrative Expense,3797082.0,2749972.0,2821201.0,1712770.0
Gross Profit,67072728.0,76646768.0,85159071.0,90037452.0
Cost Of Revenue,119872359.0,142693365.0,153663556.0,194252724.0
Total Revenue,186945087.0,219340133.0,238822627.0,284290176.0
Operating Revenue,186945087.0,219340133.0,238822627.0,284290176.0
