,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,11800000.0,11800000.0,11800000.0,11800000.0,
Share Issued,11800000.0,11800000.0,11800000.0,11800000.0,
Tangible Book Value,88601759.0,86313790.0,88009835.0,84779226.0,
Working Capital,-183753.0,-650516.0,-904529.0,-1210678.0,
Net Tangible Assets,88601759.0,86313790.0,88009835.0,84779226.0,
Common Stock Equity,88601759.0,86313790.0,88009835.0,84779226.0,
Total Capitalization,88601759.0,86313790.0,88009835.0,84779226.0,
Total Equity Gross Minority Interest,88601759.0,86313790.0,88009835.0,84779226.0,
Stockholders Equity,88601759.0,86313790.0,88009835.0,84779226.0,
Total Liabilities Net Minority Interest,2778717.0,2697719.0,2577475.0,2352308.0,
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0,
Current Liabilities,2778717.0,2697719.0,2577475.0,2352308.0,
Other Current Liabilities,,,,,961378.0
Payables,0.0,0.0,0.0,0.0,
Accounts Payable,,,,190655.0,386184.0
Total Assets,91380476.0,89011509.0,90587310.0,87131534.0,
Total Non Current Assets,88785512.0,86964306.0,88914364.0,85989904.0,
Investment Properties,88785512.0,86964306.0,88914364.0,85989904.0,
Current Assets,2594964.0,2047203.0,1672946.0,1141630.0,
Other Current Assets,20880.0,58135.0,55098.0,69878.0,
Prepaid Assets,,,,69878.0,40137.0
Other Receivables,349764.0,42890.0,241557.0,125935.0,
Taxes Receivable,32317.0,63094.0,28036.0,123122.0,
Accounts Receivable,96036.0,128049.0,64024.0,0.0,
Allowance For Doubtful Accounts Receivable,-5226792.0,-5226792.0,-5226792.0,-5226792.0,
Gross Accounts Receivable,5322828.0,5354841.0,5290816.0,5226792.0,
Cash Cash Equivalents And Short Term Investments,2095967.0,1755035.0,1284231.0,822695.0,
Cash And Cash Equivalents,2095967.0,1755035.0,1284231.0,822695.0,
Cash Financial,2095967.0,1755035.0,1284231.0,822695.0,
