,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,56296953.0,15995106.0,37887347.0,23690275.0
Repurchase Of Capital Stock,,,,-62346.0
Repayment Of Debt,-42356492.0,-28704041.0,-179611105.0,-69417833.0
Issuance Of Debt,72237916.0,16061475.0,101336857.0,179885983.0
Issuance Of Capital Stock,,0.0,300000000.0,0.0
Capital Expenditure,-45541043.0,-66271903.0,-38870301.0,-33603841.0
End Cash Position,59131891.0,40497279.0,57738920.0,37271833.0
Beginning Cash Position,40497279.0,57738920.0,37271833.0,55916656.0
Changes In Cash,18634612.0,-17241641.0,20467087.0,-18644823.0
Financing Cash Flow,-5657627.0,-36251830.0,216171915.0,78602219.0
Net Other Financing Charges,223919.0,-114600.0,16949836.0,-23988922.0
Interest Paid Cff,-7219486.0,-7742647.0,-5439382.0,-3977769.0
Net Common Stock Issuance,,0.0,300000000.0,0.0
Common Stock Payments,,,,-62346.0
Common Stock Issuance,,0.0,300000000.0,0.0
Net Issuance Payments Of Debt,29881424.0,-12642566.0,-78274248.0,110468150.0
Net Long Term Debt Issuance,29881424.0,-12642566.0,-78274248.0,110468150.0
Long Term Debt Payments,-42356492.0,-28704041.0,-179611105.0,-69417833.0
Long Term Debt Issuance,72237916.0,16061475.0,101336857.0,179885983.0
Investing Cash Flow,-77545757.0,-63256820.0,-272462476.0,-154541158.0
Interest Received Cfi,,488265.0,388333.0,0.0
Dividends Received Cfi,150000.0,150000.0,150000.0,150000.0
Net Investment Purchase And Sale,-389578.0,22824243.0,-68582256.0,-10000000.0
Sale Of Investment,23607622.0,22824243.0,15175244.0,0.0
Purchase Of Investment,-23997200.0,0.0,-83757500.0,-10000000.0
Net Investment Properties Purchase And Sale,-57157836.0,-16390894.0,-156647988.0,-6900.0
Purchase Of Investment Properties,-57157836.0,-16390894.0,-156647988.0,-6900.0
Net Business Purchase And Sale,0.0,-7439378.0,-19800000.0,-115434447.0
Purchase Of Business,0.0,-7439378.0,-19800000.0,-115434447.0
Net Intangibles Purchase And Sale,-8671208.0,-9977078.0,-11817138.0,-29379491.0
Sale Of Intangibles,,0.0,45609.0,0.0
Purchase Of Intangibles,-8671208.0,-9977078.0,-11862747.0,-29379491.0
Net PPE Purchase And Sale,-11477135.0,-52423713.0,-16153427.0,129680.0
Sale Of PPE,25392700.0,3871112.0,10854127.0,4354030.0
Purchase Of PPE,-36869835.0,-56294825.0,-27007554.0,-4224350.0
Operating Cash Flow,101837996.0,82267009.0,76757648.0,57294116.0
Taxes Refund Paid,-6705294.0,-4146503.0,-6579555.0,-5841563.0
Change In Working Capital,13369051.0,10217687.0,37930329.0,22812257.0
Change In Accrued Expense,,,,7703461.0
Change In Payable,6293579.0,25739534.0,20764133.0,12771232.0
Change In Prepaid Assets,,,,-4521517.0
Change In Inventory,-1270915.0,2709796.0,-1082746.0,2123609.0
Change In Receivables,8346387.0,-18231643.0,18248942.0,7917416.0
Other Non Cash Items,26982954.0,17607932.0,12294485.0,10588845.0
Provisionand Write Offof Assets,1271401.0,1884548.0,0.0,-1606180.0
Depreciation And Amortization,77030161.0,61485483.0,51799904.0,43505656.0
Amortization Cash Flow,25176667.0,20784425.0,15739667.0,11401251.0
Depreciation,51853494.0,40701058.0,36060237.0,32104405.0
Pension And Employee Benefit Expense,8152264.0,9639427.0,11479406.0,11811594.0
Gain Loss On Investment Securities,-14813083.0,-10601816.0,-1828856.0,-1080023.0
Gain Loss On Sale Of PPE,-650027.0,-843327.0,883382.0,-607534.0
Gain Loss On Sale Of Business,0.0,-1793222.0,-1904349.0,0.0
Net Income From Continuing Operations,-52160247.0,-8577289.0,-27168949.0,-10639585.0
