,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-337731.8,236956.4,663627.8,596259.4,
Tax Rate For Calcs,0.2,0.2,0.2,0.2,
Normalized EBITDA,22179507.0,16354227.0,10001498.0,5537261.0,
Total Unusual Items,-1688659.0,1184782.0,3318139.0,2981297.0,
Total Unusual Items Excluding Goodwill,-1688659.0,1184782.0,3318139.0,2981297.0,
Net Income From Continuing Operation Net Minority Interest,-3379079.0,-3753258.0,-4245445.0,-7215933.0,
Reconciled Depreciation,19157478.0,16066866.0,12776300.0,10931065.0,
Reconciled Cost Of Revenue,105815358.0,87670266.0,86020944.0,95311196.0,
EBITDA,20490848.0,17539009.0,13319637.0,8518558.0,
EBIT,1333370.0,1472143.0,543337.0,-2412507.0,
Net Interest Income,-2910723.0,-2380061.0,-1072290.0,-915508.0,
Interest Expense,3065832.0,2682267.0,1481856.0,1113125.0,
Interest Income,155109.0,302206.0,409566.0,197617.0,
Normalized Income,-2028151.8,-4701083.6,-6899956.2,-9600970.6,
Net Income From Continuing And Discontinued Operation,-3379079.0,-3753258.0,-4245445.0,-7215933.0,
Total Expenses,141191418.0,111809272.0,107221792.0,116387997.0,
Rent Expense Supplemental,907589.0,459828.0,462833.0,387697.0,
Total Operating Income As Reported,11012079.0,453181.0,-2624113.0,-4358762.0,
Diluted Average Shares,175000000.0,175000000.0,175000000.0,175000000.0,
Basic Average Shares,175000000.0,175000000.0,175000000.0,175000000.0,
Diluted EPS,-0.02,-0.02,-0.024,-0.041,
Basic EPS,-0.02,-0.02,-0.024,-0.041,
Diluted NI Availto Com Stockholders,-3379079.0,-3753258.0,-4245445.0,-7215933.0,
Net Income Common Stockholders,-3379079.0,-3753258.0,-4245445.0,-7215933.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-3379079.0,-3753258.0,-4245445.0,-7215933.0,
Net Income Including Noncontrolling Interests,-3379079.0,-3753258.0,-4245445.0,-7215933.0,
Net Income Continuous Operations,-3379079.0,-3753258.0,-4245445.0,-7215933.0,
Tax Provision,1646617.0,2543134.0,3306926.0,3690301.0,
Pretax Income,-1732462.0,-1210124.0,-938519.0,-3525632.0,
Other Non Operating Income Expenses,250123.0,206028.0,,289243.0,120079.0
Special Income Charges,-1688659.0,89302.0,560255.0,1232659.0,
Other Special Charges,89957.0,-185994.0,-560255.0,-289243.0,
Write Off,574830.0,96692.0,0.0,-943416.0,
Impairment Of Capital Assets,1023872.0,,,,
Net Non Operating Interest Income Expense,-2910723.0,-2380061.0,-1072290.0,-915508.0,
Interest Expense Non Operating,3065832.0,2682267.0,1481856.0,1113125.0,
Interest Income Non Operating,155109.0,302206.0,409566.0,197617.0,
Operating Income,2232948.0,27278.0,-3184368.0,-5565709.0,
Operating Expense,35376060.0,24139006.0,21200848.0,21076801.0,
Other Operating Expenses,9157261.0,720370.0,493340.0,1769711.0,
Depreciation And Amortization In Income Statement,1834944.0,1823206.0,1105258.0,783352.0,
Amortization,529266.0,403791.0,0.0,,
Depreciation Income Statement,1305678.0,1419415.0,1105258.0,783352.0,
Selling General And Administration,8582951.0,6981211.0,7230622.0,7507992.0,
Selling And Marketing Expense,5810853.0,4484326.0,4116578.0,5418333.0,
General And Administrative Expense,2772098.0,2496885.0,3114044.0,2089659.0,
Rent And Landing Fees,907589.0,459828.0,462833.0,387697.0,
Gross Profit,37609008.0,24166284.0,18016480.0,15511092.0,
Cost Of Revenue,105815358.0,87670266.0,86020944.0,95311196.0,
Total Revenue,143424366.0,111836550.0,104037424.0,110822288.0,
Operating Revenue,143424366.0,111836550.0,104037424.0,110822288.0,
