,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,456344.472504,
Tax Rate For Calcs,0.021306,0.016577,0.043927,0.072024,
Normalized EBITDA,1194711000.0,1351910000.0,2042321000.0,2539949000.0,
Total Unusual Items,1409000.0,-1500000.0,0.0,6336000.0,
Total Unusual Items Excluding Goodwill,1409000.0,-1500000.0,0.0,6336000.0,
Net Income From Continuing Operation Net Minority Interest,855315000.0,972028000.0,1509612000.0,1978080000.0,
Reconciled Depreciation,257630000.0,271323000.0,321334000.0,340276000.0,
Reconciled Cost Of Revenue,6924583000.0,8700229000.0,7630310000.0,8180206000.0,
EBITDA,1194711000.0,1351910000.0,2042321000.0,2546285000.0,
EBIT,937081000.0,1080587000.0,1720987000.0,2206009000.0,
Net Interest Income,-16497000.0,-12232000.0,-11313000.0,-39498000.0,
Interest Expense,63146000.0,92174000.0,142015000.0,74402000.0,
Interest Income,1023000.0,1395000.0,1722000.0,1475000.0,
Normalized Income,855315000.0,972028000.0,1509612000.0,1972200344.472504,
Net Income From Continuing And Discontinued Operation,855315000.0,972028000.0,1509612000.0,1978080000.0,
Total Expenses,7212923000.0,9035209000.0,7898394000.0,8449123000.0,
Rent Expense Supplemental,20429000.0,21405000.0,14843000.0,9511000.0,
Total Operating Income As Reported,890432000.0,1000645000.0,1590285000.0,2171105000.0,
Diluted Average Shares,168261000.0,168255000.0,168171000.0,168744000.0,
Basic Average Shares,168261000.0,168255000.0,168171000.0,168744000.0,
Diluted EPS,5.08,5.78,8.98,11.72,
Basic EPS,5.08,5.78,8.98,11.72,
Diluted NI Availto Com Stockholders,855315000.0,972028000.0,1509612000.0,1978080000.0,
Net Income Common Stockholders,855315000.0,972028000.0,1509612000.0,1978080000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,855315000.0,972028000.0,1509612000.0,1978080000.0,
Net Income Including Noncontrolling Interests,855315000.0,972028000.0,1509612000.0,1978080000.0,
Net Income Continuous Operations,855315000.0,972028000.0,1509612000.0,1978080000.0,
Tax Provision,18620000.0,16385000.0,69360000.0,153527000.0,
Pretax Income,873935000.0,988413000.0,1578972000.0,2131607000.0,
Other Non Operating Income Expenses,,,,-25319898.0,-5957279.0
Special Income Charges,1409000.0,-1500000.0,-1216000.0,-5727183.0,
Write Off,-1409000.0,1500000.0,1216000.0,5727183.0,
Net Non Operating Interest Income Expense,-16497000.0,-12232000.0,-11313000.0,-39498000.0,
Total Other Finance Cost,-45626000.0,-78547000.0,-128980000.0,-33429000.0,
Interest Expense Non Operating,63146000.0,92174000.0,142015000.0,74402000.0,
Interest Income Non Operating,1023000.0,1395000.0,1722000.0,1475000.0,
Operating Income,890432000.0,1000645000.0,1590285000.0,2164769000.0,
Operating Expense,288340000.0,334980000.0,268084000.0,268917000.0,
Other Operating Expenses,-848000.0,1500000.0,1216000.0,31047000.0,
Depreciation And Amortization In Income Statement,6541000.0,6636000.0,6475000.0,4173000.0,
Amortization,3392000.0,3392000.0,2072000.0,2015000.0,
Depreciation Income Statement,3149000.0,3244000.0,4403000.0,2158000.0,
Selling General And Administration,97761000.0,145030000.0,95497000.0,82266000.0,
Selling And Marketing Expense,15856000.0,42805000.0,22511000.0,17405000.0,
General And Administrative Expense,81905000.0,102225000.0,72986000.0,64861000.0,
Rent And Landing Fees,20429000.0,21405000.0,14843000.0,9511000.0,
Gross Profit,1178772000.0,1335625000.0,1858369000.0,2433686000.0,
Cost Of Revenue,6924583000.0,8700229000.0,7630310000.0,8180206000.0,
Total Revenue,8103355000.0,10035854000.0,9488679000.0,10613892000.0,
Operating Revenue,8103355000.0,10035854000.0,9488679000.0,10613892000.0,
